,Face1,Face2,MatchScore
0,S11_133.pgm,S13_133.pgm,1.45
0,S11_133.pgm,S14_133.pgm,100
0,S11_133.pgm,S15_133.pgm,100
0,S11_133.pgm,S16_133.pgm,0.955
0,S11_133.pgm,S17_133.pgm,1.823
0,S11_133.pgm,S18_133.pgm,1.987
0,S11_133.pgm,S19_133.pgm,1.294
0,S11_133.pgm,S20_133.pgm,1.159
0,S11_133.pgm,S21_133.pgm,2.346
0,S11_133.pgm,S22_133.pgm,2.161
0,S11_133.pgm,S23_133.pgm,1.505
0,S11_133.pgm,S24_133.pgm,1.111
0,S11_133.pgm,S25_133.pgm,0.959
0,S11_133.pgm,S26_133.pgm,1.645
0,S11_133.pgm,S27_133.pgm,2.159
0,S11_133.pgm,S28_133.pgm,1.282
0,S11_133.pgm,S29_133.pgm,1.45
0,S11_133.pgm,S30_133.pgm,2.049
0,S12_133.pgm,S13_133.pgm,1.933
0,S12_133.pgm,S14_133.pgm,100
0,S12_133.pgm,S15_133.pgm,100
0,S12_133.pgm,S16_133.pgm,1.756
0,S12_133.pgm,S17_133.pgm,1.69
0,S12_133.pgm,S18_133.pgm,1.265
0,S12_133.pgm,S19_133.pgm,1.827
0,S12_133.pgm,S20_133.pgm,2.103
0,S12_133.pgm,S21_133.pgm,1.505
0,S12_133.pgm,S22_133.pgm,1.155
0,S12_133.pgm,S23_133.pgm,1.872
0,S12_133.pgm,S24_133.pgm,1.855
0,S12_133.pgm,S25_133.pgm,2.127
0,S12_133.pgm,S26_133.pgm,1.442
0,S12_133.pgm,S27_133.pgm,1.551
0,S12_133.pgm,S28_133.pgm,1.75
0,S12_133.pgm,S29_133.pgm,1.917
0,S12_133.pgm,S30_133.pgm,1.696
0,S13_133.pgm,S14_133.pgm,100
0,S13_133.pgm,S15_133.pgm,100
0,S13_133.pgm,S16_133.pgm,1.651
0,S13_133.pgm,S17_133.pgm,1.546
0,S13_133.pgm,S18_133.pgm,1.783
0,S13_133.pgm,S19_133.pgm,0.438
0,S13_133.pgm,S20_133.pgm,1.122
0,S13_133.pgm,S21_133.pgm,1.561
0,S13_133.pgm,S22_133.pgm,1.957
0,S13_133.pgm,S23_133.pgm,1.581
0,S13_133.pgm,S24_133.pgm,0.854
0,S13_133.pgm,S25_133.pgm,1.505
0,S13_133.pgm,S26_133.pgm,1.573
0,S13_133.pgm,S27_133.pgm,1.825
0,S13_133.pgm,S28_133.pgm,1.949
0,S13_133.pgm,S29_133.pgm,2.113
0,S13_133.pgm,S30_133.pgm,1.812
0,S14_133.pgm,S15_133.pgm,100
0,S14_133.pgm,S16_133.pgm,100
0,S14_133.pgm,S17_133.pgm,100
0,S14_133.pgm,S18_133.pgm,100
0,S14_133.pgm,S19_133.pgm,100
0,S14_133.pgm,S20_133.pgm,100
0,S14_133.pgm,S21_133.pgm,100
0,S14_133.pgm,S22_133.pgm,100
0,S14_133.pgm,S23_133.pgm,100
0,S14_133.pgm,S24_133.pgm,100
0,S14_133.pgm,S25_133.pgm,100
0,S14_133.pgm,S26_133.pgm,100
0,S14_133.pgm,S27_133.pgm,100
0,S14_133.pgm,S28_133.pgm,100
0,S14_133.pgm,S29_133.pgm,100
0,S14_133.pgm,S30_133.pgm,100
0,S15_133.pgm,S16_133.pgm,100
0,S15_133.pgm,S17_133.pgm,100
0,S15_133.pgm,S18_133.pgm,100
0,S15_133.pgm,S19_133.pgm,100
0,S15_133.pgm,S20_133.pgm,100
0,S15_133.pgm,S21_133.pgm,100
0,S15_133.pgm,S22_133.pgm,100
0,S15_133.pgm,S23_133.pgm,100
0,S15_133.pgm,S24_133.pgm,100
0,S15_133.pgm,S25_133.pgm,100
0,S15_133.pgm,S26_133.pgm,100
0,S15_133.pgm,S27_133.pgm,100
0,S15_133.pgm,S28_133.pgm,100
0,S15_133.pgm,S29_133.pgm,100
0,S15_133.pgm,S30_133.pgm,100
0,S16_133.pgm,S17_133.pgm,1.743
0,S16_133.pgm,S18_133.pgm,1.63
0,S16_133.pgm,S19_133.pgm,1.709
0,S16_133.pgm,S20_133.pgm,1.43
0,S16_133.pgm,S21_133.pgm,1.991
0,S16_133.pgm,S22_133.pgm,1.593
0,S16_133.pgm,S23_133.pgm,1.253
0,S16_133.pgm,S24_133.pgm,1.328
0,S16_133.pgm,S25_133.pgm,0.981
0,S16_133.pgm,S26_133.pgm,1.677
0,S16_133.pgm,S27_133.pgm,1.831
0,S16_133.pgm,S28_133.pgm,1.987
0,S16_133.pgm,S29_133.pgm,1.271
0,S16_133.pgm,S30_133.pgm,1.87
0,S17_133.pgm,S18_133.pgm,1.015
0,S17_133.pgm,S19_133.pgm,1.882
0,S17_133.pgm,S20_133.pgm,1.131
0,S17_133.pgm,S21_133.pgm,0.992
0,S17_133.pgm,S22_133.pgm,1.239
0,S17_133.pgm,S23_133.pgm,1.198
0,S17_133.pgm,S24_133.pgm,1.636
0,S17_133.pgm,S25_133.pgm,1.237
0,S17_133.pgm,S26_133.pgm,1.086
0,S17_133.pgm,S27_133.pgm,1.369
0,S17_133.pgm,S28_133.pgm,1.672
0,S17_133.pgm,S29_133.pgm,2.114
0,S17_133.pgm,S30_133.pgm,0.935
0,S18_133.pgm,S19_133.pgm,1.663
0,S18_133.pgm,S20_133.pgm,1.363
0,S18_133.pgm,S21_133.pgm,0.334
0,S18_133.pgm,S22_133.pgm,0.36
0,S18_133.pgm,S23_133.pgm,1.582
0,S18_133.pgm,S24_133.pgm,1.176
0,S18_133.pgm,S25_133.pgm,1.835
0,S18_133.pgm,S26_133.pgm,0.62
0,S18_133.pgm,S27_133.pgm,0.224
0,S18_133.pgm,S28_133.pgm,1.473
0,S18_133.pgm,S29_133.pgm,1.702
0,S18_133.pgm,S30_133.pgm,0.427
0,S19_133.pgm,S20_133.pgm,1.483
0,S19_133.pgm,S21_133.pgm,1.424
0,S19_133.pgm,S22_133.pgm,1.953
0,S19_133.pgm,S23_133.pgm,1.724
0,S19_133.pgm,S24_133.pgm,0.878
0,S19_133.pgm,S25_133.pgm,1.942
0,S19_133.pgm,S26_133.pgm,1.38
0,S19_133.pgm,S27_133.pgm,1.624
0,S19_133.pgm,S28_133.pgm,1.843
0,S19_133.pgm,S29_133.pgm,2.101
0,S19_133.pgm,S30_133.pgm,1.68
0,S20_133.pgm,S21_133.pgm,1.49
0,S20_133.pgm,S22_133.pgm,1.783
0,S20_133.pgm,S23_133.pgm,0.714
0,S20_133.pgm,S24_133.pgm,1.111
0,S20_133.pgm,S25_133.pgm,0.966
0,S20_133.pgm,S26_133.pgm,1.456
0,S20_133.pgm,S27_133.pgm,1.557
0,S20_133.pgm,S28_133.pgm,1.514
0,S20_133.pgm,S29_133.pgm,1.702
0,S20_133.pgm,S30_133.pgm,1.561
0,S21_133.pgm,S22_133.pgm,0.439
0,S21_133.pgm,S23_133.pgm,1.606
0,S21_133.pgm,S24_133.pgm,1.359
0,S21_133.pgm,S25_133.pgm,2.2
0,S21_133.pgm,S26_133.pgm,0.5
0,S21_133.pgm,S27_133.pgm,0.352
0,S21_133.pgm,S28_133.pgm,2.013
0,S21_133.pgm,S29_133.pgm,2.023
0,S21_133.pgm,S30_133.pgm,0.451
0,S22_133.pgm,S23_133.pgm,1.618
0,S22_133.pgm,S24_133.pgm,1.283
0,S22_133.pgm,S25_133.pgm,2.004
0,S22_133.pgm,S26_133.pgm,0.669
0,S22_133.pgm,S27_133.pgm,0.448
0,S22_133.pgm,S28_133.pgm,1.785
0,S22_133.pgm,S29_133.pgm,1.603
0,S22_133.pgm,S30_133.pgm,0.565
0,S23_133.pgm,S24_133.pgm,1.407
0,S23_133.pgm,S25_133.pgm,0.876
0,S23_133.pgm,S26_133.pgm,1.559
0,S23_133.pgm,S27_133.pgm,1.628
0,S23_133.pgm,S28_133.pgm,1.448
0,S23_133.pgm,S29_133.pgm,1.424
0,S23_133.pgm,S30_133.pgm,1.852
0,S24_133.pgm,S25_133.pgm,1.285
0,S24_133.pgm,S26_133.pgm,1.211
0,S24_133.pgm,S27_133.pgm,1.388
0,S24_133.pgm,S28_133.pgm,1.239
0,S24_133.pgm,S29_133.pgm,1.375
0,S24_133.pgm,S30_133.pgm,1.153
0,S25_133.pgm,S26_133.pgm,1.835
0,S25_133.pgm,S27_133.pgm,1.907
0,S25_133.pgm,S28_133.pgm,0.982
0,S25_133.pgm,S29_133.pgm,1.411
0,S25_133.pgm,S30_133.pgm,2.095
0,S26_133.pgm,S27_133.pgm,0.796
0,S26_133.pgm,S28_133.pgm,1.381
0,S26_133.pgm,S29_133.pgm,1.627
0,S26_133.pgm,S30_133.pgm,0.45
0,S27_133.pgm,S28_133.pgm,1.547
0,S27_133.pgm,S29_133.pgm,1.611
0,S27_133.pgm,S30_133.pgm,0.596
0,S28_133.pgm,S29_133.pgm,1.002
0,S28_133.pgm,S30_133.pgm,1.587
0,S29_133.pgm,S30_133.pgm,1.656
0,S01_134.pgm,S02_134.pgm,100
0,S01_134.pgm,S03_134.pgm,0.5
0,S01_134.pgm,S04_134.pgm,1.454
0,S01_134.pgm,S05_134.pgm,1.224
0,S01_134.pgm,S06_134.pgm,1.182
0,S01_134.pgm,S07_134.pgm,1.521
0,S01_134.pgm,S09_134.pgm,0.762
0,S01_134.pgm,S10_134.pgm,2.347
0,S01_134.pgm,S11_134.pgm,2.01
0,S01_134.pgm,S12_134.pgm,1.826
0,S01_134.pgm,S13_134.pgm,1.537
0,S01_134.pgm,S14_134.pgm,100
0,S01_134.pgm,S15_134.pgm,100
0,S01_134.pgm,S16_134.pgm,1.999
0,S01_134.pgm,S17_134.pgm,0.777
0,S01_134.pgm,S18_134.pgm,0.487
0,S01_134.pgm,S19_134.pgm,1.637
0,S01_134.pgm,S20_134.pgm,1.152
0,S01_134.pgm,S21_134.pgm,0.363
0,S01_134.pgm,S22_134.pgm,0.68
0,S01_134.pgm,S23_134.pgm,1.146
0,S01_134.pgm,S24_134.pgm,1.292
0,S01_134.pgm,S25_134.pgm,100
0,S01_134.pgm,S26_134.pgm,0.655
0,S01_134.pgm,S27_134.pgm,0.578
0,S01_134.pgm,S28_134.pgm,1.325
0,S01_134.pgm,S29_134.pgm,100
0,S01_134.pgm,S30_134.pgm,0.631
0,S02_134.pgm,S03_134.pgm,100
0,S02_134.pgm,S04_134.pgm,100
0,S02_134.pgm,S05_134.pgm,100
0,S02_134.pgm,S06_134.pgm,100
0,S02_134.pgm,S07_134.pgm,100
0,S02_134.pgm,S09_134.pgm,100
0,S02_134.pgm,S10_134.pgm,100
0,S02_134.pgm,S11_134.pgm,100
0,S02_134.pgm,S12_134.pgm,100
0,S02_134.pgm,S13_134.pgm,100
0,S02_134.pgm,S14_134.pgm,100
0,S02_134.pgm,S15_134.pgm,100
0,S02_134.pgm,S16_134.pgm,100
0,S02_134.pgm,S17_134.pgm,100
0,S02_134.pgm,S18_134.pgm,100
0,S02_134.pgm,S19_134.pgm,100
0,S02_134.pgm,S20_134.pgm,100
0,S02_134.pgm,S21_134.pgm,100
0,S02_134.pgm,S22_134.pgm,100
0,S02_134.pgm,S23_134.pgm,100
0,S02_134.pgm,S24_134.pgm,100
0,S02_134.pgm,S25_134.pgm,100
0,S02_134.pgm,S26_134.pgm,100
0,S02_134.pgm,S27_134.pgm,100
0,S02_134.pgm,S28_134.pgm,100
0,S02_134.pgm,S29_134.pgm,100
0,S02_134.pgm,S30_134.pgm,100
0,S03_134.pgm,S04_134.pgm,1.181
0,S03_134.pgm,S05_134.pgm,1.681
0,S03_134.pgm,S06_134.pgm,1.377
0,S03_134.pgm,S07_134.pgm,1.79
0,S03_134.pgm,S09_134.pgm,0.362
0,S03_134.pgm,S10_134.pgm,2.388
0,S03_134.pgm,S11_134.pgm,1.932
0,S03_134.pgm,S12_134.pgm,1.323
0,S03_134.pgm,S13_134.pgm,1.546
0,S03_134.pgm,S14_134.pgm,100
0,S03_134.pgm,S15_134.pgm,100
0,S03_134.pgm,S16_134.pgm,1.851
0,S03_134.pgm,S17_134.pgm,1.038
0,S03_134.pgm,S18_134.pgm,0.312
0,S03_134.pgm,S19_134.pgm,1.466
0,S03_134.pgm,S20_134.pgm,1.58
0,S03_134.pgm,S21_134.pgm,0.236
0,S03_134.pgm,S22_134.pgm,0.376
0,S03_134.pgm,S23_134.pgm,1.401
0,S03_134.pgm,S24_134.pgm,1.284
0,S03_134.pgm,S25_134.pgm,100
0,S03_134.pgm,S26_134.pgm,0.554
0,S03_134.pgm,S27_134.pgm,0.334
0,S03_134.pgm,S28_134.pgm,1.727
0,S03_134.pgm,S29_134.pgm,100
0,S03_134.pgm,S30_134.pgm,0.645
0,S04_134.pgm,S05_134.pgm,1.207
0,S04_134.pgm,S06_134.pgm,1.305
0,S04_134.pgm,S07_134.pgm,1.667
0,S04_134.pgm,S09_134.pgm,0.903
0,S04_134.pgm,S10_134.pgm,2.009
0,S04_134.pgm,S11_134.pgm,1.873
0,S04_134.pgm,S12_134.pgm,1.01
0,S04_134.pgm,S13_134.pgm,1.536
0,S04_134.pgm,S14_134.pgm,100
0,S04_134.pgm,S15_134.pgm,100
0,S04_134.pgm,S16_134.pgm,1.52
0,S04_134.pgm,S17_134.pgm,1.904
0,S04_134.pgm,S18_134.pgm,1.669
0,S04_134.pgm,S19_134.pgm,1.333
0,S04_134.pgm,S20_134.pgm,2.038
0,S04_134.pgm,S21_134.pgm,1.391
0,S04_134.pgm,S22_134.pgm,1.377
0,S04_134.pgm,S23_134.pgm,1.79
0,S04_134.pgm,S24_134.pgm,1.609
0,S04_134.pgm,S25_134.pgm,100
0,S04_134.pgm,S26_134.pgm,0.96
0,S04_134.pgm,S27_134.pgm,1.86
0,S04_134.pgm,S28_134.pgm,2.392
0,S04_134.pgm,S29_134.pgm,100
0,S04_134.pgm,S30_134.pgm,1.656
0,S05_134.pgm,S06_134.pgm,0.487
0,S05_134.pgm,S07_134.pgm,1.317
0,S05_134.pgm,S09_134.pgm,1.685
0,S05_134.pgm,S10_134.pgm,1.375
0,S05_134.pgm,S11_134.pgm,1.002
0,S05_134.pgm,S12_134.pgm,2.154
0,S05_134.pgm,S13_134.pgm,1.017
0,S05_134.pgm,S14_134.pgm,100
0,S05_134.pgm,S15_134.pgm,100
0,S05_134.pgm,S16_134.pgm,1.336
0,S05_134.pgm,S17_134.pgm,1.193
0,S05_134.pgm,S18_134.pgm,1.584
0,S05_134.pgm,S19_134.pgm,0.852
0,S05_134.pgm,S20_134.pgm,1.089
0,S05_134.pgm,S21_134.pgm,1.538
0,S05_134.pgm,S22_134.pgm,1.96
0,S05_134.pgm,S23_134.pgm,1.318
0,S05_134.pgm,S24_134.pgm,0.814
0,S05_134.pgm,S25_134.pgm,100
0,S05_134.pgm,S26_134.pgm,1.45
0,S05_134.pgm,S27_134.pgm,1.975
0,S05_134.pgm,S28_134.pgm,1.824
0,S05_134.pgm,S29_134.pgm,100
0,S05_134.pgm,S30_134.pgm,1.424
0,S06_134.pgm,S07_134.pgm,1.439
0,S06_134.pgm,S09_134.pgm,1.431
0,S06_134.pgm,S10_134.pgm,1.761
0,S06_134.pgm,S11_134.pgm,1.324
0,S06_134.pgm,S12_134.pgm,1.908
0,S06_134.pgm,S13_134.pgm,0.909
0,S06_134.pgm,S14_134.pgm,100
0,S06_134.pgm,S15_134.pgm,100
0,S06_134.pgm,S16_134.pgm,0.964
0,S06_134.pgm,S17_134.pgm,1.415
0,S06_134.pgm,S18_134.pgm,1.197
0,S06_134.pgm,S19_134.pgm,1.162
0,S06_134.pgm,S20_134.pgm,1.333
0,S06_134.pgm,S21_134.pgm,1.326
0,S06_134.pgm,S22_134.pgm,1.579
0,S06_134.pgm,S23_134.pgm,1.063
0,S06_134.pgm,S24_134.pgm,0.796
0,S06_134.pgm,S25_134.pgm,100
0,S06_134.pgm,S26_134.pgm,1.46
0,S06_134.pgm,S27_134.pgm,1.597
0,S06_134.pgm,S28_134.pgm,1.995
0,S06_134.pgm,S29_134.pgm,100
0,S06_134.pgm,S30_134.pgm,1.308
0,S07_134.pgm,S09_134.pgm,1.614
0,S07_134.pgm,S10_134.pgm,1.502
0,S07_134.pgm,S11_134.pgm,1.408
0,S07_134.pgm,S12_134.pgm,1.985
0,S07_134.pgm,S13_134.pgm,1.112
0,S07_134.pgm,S14_134.pgm,100
0,S07_134.pgm,S15_134.pgm,100
0,S07_134.pgm,S16_134.pgm,1.219
0,S07_134.pgm,S17_134.pgm,1.555
0,S07_134.pgm,S18_134.pgm,1.902
0,S07_134.pgm,S19_134.pgm,1.217
0,S07_134.pgm,S20_134.pgm,0.544
0,S07_134.pgm,S21_134.pgm,1.687
0,S07_134.pgm,S22_134.pgm,1.881
0,S07_134.pgm,S23_134.pgm,1.066
0,S07_134.pgm,S24_134.pgm,1.653
0,S07_134.pgm,S25_134.pgm,100
0,S07_134.pgm,S26_134.pgm,1.343
0,S07_134.pgm,S27_134.pgm,1.819
0,S07_134.pgm,S28_134.pgm,2.252
0,S07_134.pgm,S29_134.pgm,100
0,S07_134.pgm,S30_134.pgm,2.134
0,S09_134.pgm,S10_134.pgm,2.034
0,S09_134.pgm,S11_134.pgm,2.115
0,S09_134.pgm,S12_134.pgm,1.289
0,S09_134.pgm,S13_134.pgm,1.59
0,S09_134.pgm,S14_134.pgm,100
0,S09_134.pgm,S15_134.pgm,100
0,S09_134.pgm,S16_134.pgm,1.603
0,S09_134.pgm,S17_134.pgm,1.361
0,S09_134.pgm,S18_134.pgm,0.762
0,S09_134.pgm,S19_134.pgm,1.607
0,S09_134.pgm,S20_134.pgm,1.776
0,S09_134.pgm,S21_134.pgm,0.443
0,S09_134.pgm,S22_134.pgm,0.358
0,S09_134.pgm,S23_134.pgm,1.775
0,S09_134.pgm,S24_134.pgm,1.4
0,S09_134.pgm,S25_134.pgm,100
0,S09_134.pgm,S26_134.pgm,0.381
0,S09_134.pgm,S27_134.pgm,0.803
0,S09_134.pgm,S28_134.pgm,2.235
0,S09_134.pgm,S29_134.pgm,100
0,S09_134.pgm,S30_134.pgm,0.731
0,S10_134.pgm,S11_134.pgm,1.141
0,S10_134.pgm,S12_134.pgm,2.271
0,S10_134.pgm,S13_134.pgm,1.934
0,S10_134.pgm,S14_134.pgm,100
0,S10_134.pgm,S15_134.pgm,100
0,S10_134.pgm,S16_134.pgm,1.679
0,S10_134.pgm,S17_134.pgm,2.558
0,S10_134.pgm,S18_134.pgm,2.231
0,S10_134.pgm,S19_134.pgm,1.554
0,S10_134.pgm,S20_134.pgm,1.647
0,S10_134.pgm,S21_134.pgm,2.399
0,S10_134.pgm,S22_134.pgm,2.239
0,S10_134.pgm,S23_134.pgm,1.891
0,S10_134.pgm,S24_134.pgm,1.407
0,S10_134.pgm,S25_134.pgm,100
0,S10_134.pgm,S26_134.pgm,2.318
0,S10_134.pgm,S27_134.pgm,2.375
0,S10_134.pgm,S28_134.pgm,1.697
0,S10_134.pgm,S29_134.pgm,100
0,S10_134.pgm,S30_134.pgm,2.095
0,S11_134.pgm,S12_134.pgm,1.973
0,S11_134.pgm,S13_134.pgm,1.488
0,S11_134.pgm,S14_134.pgm,100
0,S11_134.pgm,S15_134.pgm,100
0,S11_134.pgm,S16_134.pgm,1.142
0,S11_134.pgm,S17_134.pgm,1.743
0,S11_134.pgm,S18_134.pgm,1.959
0,S11_134.pgm,S19_134.pgm,1.198
0,S11_134.pgm,S20_134.pgm,1.347
0,S11_134.pgm,S21_134.pgm,2.27
0,S11_134.pgm,S22_134.pgm,2.292
0,S11_134.pgm,S23_134.pgm,1.571
0,S11_134.pgm,S24_134.pgm,1.146
0,S11_134.pgm,S25_134.pgm,100
0,S11_134.pgm,S26_134.pgm,1.818
0,S11_134.pgm,S27_134.pgm,2.11
0,S11_134.pgm,S28_134.pgm,1.43
0,S11_134.pgm,S29_134.pgm,100
0,S11_134.pgm,S30_134.pgm,2.117
0,S12_134.pgm,S13_134.pgm,1.789
0,S12_134.pgm,S14_134.pgm,100
0,S12_134.pgm,S15_134.pgm,100
0,S12_134.pgm,S16_134.pgm,1.644
0,S12_134.pgm,S17_134.pgm,1.735
0,S12_134.pgm,S18_134.pgm,1.579
0,S12_134.pgm,S19_134.pgm,1.962
0,S12_134.pgm,S20_134.pgm,2.306
0,S12_134.pgm,S21_134.pgm,1.688
0,S12_134.pgm,S22_134.pgm,1.027
0,S12_134.pgm,S23_134.pgm,1.905
0,S12_134.pgm,S24_134.pgm,1.819
0,S12_134.pgm,S25_134.pgm,100
0,S12_134.pgm,S26_134.pgm,1.306
0,S12_134.pgm,S27_134.pgm,1.934
0,S12_134.pgm,S28_134.pgm,2.069
0,S12_134.pgm,S29_134.pgm,100
0,S12_134.pgm,S30_134.pgm,1.76
0,S13_134.pgm,S14_134.pgm,100
0,S13_134.pgm,S15_134.pgm,100
0,S13_134.pgm,S16_134.pgm,1.442
0,S13_134.pgm,S17_134.pgm,1.714
0,S13_134.pgm,S18_134.pgm,1.539
0,S13_134.pgm,S19_134.pgm,0.529
0,S13_134.pgm,S20_134.pgm,1.164
0,S13_134.pgm,S21_134.pgm,1.351
0,S13_134.pgm,S22_134.pgm,1.614
0,S13_134.pgm,S23_134.pgm,1.693
0,S13_134.pgm,S24_134.pgm,0.5
0,S13_134.pgm,S25_134.pgm,100
0,S13_134.pgm,S26_134.pgm,1.576
0,S13_134.pgm,S27_134.pgm,1.596
0,S13_134.pgm,S28_134.pgm,2.054
0,S13_134.pgm,S29_134.pgm,100
0,S13_134.pgm,S30_134.pgm,1.699
0,S14_134.pgm,S15_134.pgm,100
0,S14_134.pgm,S16_134.pgm,100
0,S14_134.pgm,S17_134.pgm,100
0,S14_134.pgm,S18_134.pgm,100
0,S14_134.pgm,S19_134.pgm,100
0,S14_134.pgm,S20_134.pgm,100
0,S14_134.pgm,S21_134.pgm,100
0,S14_134.pgm,S22_134.pgm,100
0,S14_134.pgm,S23_134.pgm,100
0,S14_134.pgm,S24_134.pgm,100
0,S14_134.pgm,S25_134.pgm,100
0,S14_134.pgm,S26_134.pgm,100
0,S14_134.pgm,S27_134.pgm,100
0,S14_134.pgm,S28_134.pgm,100
0,S14_134.pgm,S29_134.pgm,100
0,S14_134.pgm,S30_134.pgm,100
0,S15_134.pgm,S16_134.pgm,100
0,S15_134.pgm,S17_134.pgm,100
0,S15_134.pgm,S18_134.pgm,100
0,S15_134.pgm,S19_134.pgm,100
0,S15_134.pgm,S20_134.pgm,100
0,S15_134.pgm,S21_134.pgm,100
0,S15_134.pgm,S22_134.pgm,100
0,S15_134.pgm,S23_134.pgm,100
0,S15_134.pgm,S24_134.pgm,100
0,S15_134.pgm,S25_134.pgm,100
0,S15_134.pgm,S26_134.pgm,100
0,S15_134.pgm,S27_134.pgm,100
0,S15_134.pgm,S28_134.pgm,100
0,S15_134.pgm,S29_134.pgm,100
0,S15_134.pgm,S30_134.pgm,100
0,S16_134.pgm,S17_134.pgm,1.537
0,S16_134.pgm,S18_134.pgm,1.784
0,S16_134.pgm,S19_134.pgm,1.695
0,S16_134.pgm,S20_134.pgm,1.536
0,S16_134.pgm,S21_134.pgm,2.086
0,S16_134.pgm,S22_134.pgm,1.766
0,S16_134.pgm,S23_134.pgm,1.101
0,S16_134.pgm,S24_134.pgm,1.48
0,S16_134.pgm,S25_134.pgm,100
0,S16_134.pgm,S26_134.pgm,1.514
0,S16_134.pgm,S27_134.pgm,2.099
0,S16_134.pgm,S28_134.pgm,2.207
0,S16_134.pgm,S29_134.pgm,100
0,S16_134.pgm,S30_134.pgm,1.929
0,S17_134.pgm,S18_134.pgm,0.959
0,S17_134.pgm,S19_134.pgm,1.751
0,S17_134.pgm,S20_134.pgm,1.007
0,S17_134.pgm,S21_134.pgm,0.963
0,S17_134.pgm,S22_134.pgm,1.22
0,S17_134.pgm,S23_134.pgm,1.006
0,S17_134.pgm,S24_134.pgm,1.667
0,S17_134.pgm,S25_134.pgm,100
0,S17_134.pgm,S26_134.pgm,0.996
0,S17_134.pgm,S27_134.pgm,1.281
0,S17_134.pgm,S28_134.pgm,1.902
0,S17_134.pgm,S29_134.pgm,100
0,S17_134.pgm,S30_134.pgm,0.952
0,S18_134.pgm,S19_134.pgm,1.67
0,S18_134.pgm,S20_134.pgm,1.356
0,S18_134.pgm,S21_134.pgm,0.316
0,S18_134.pgm,S22_134.pgm,0.451
0,S18_134.pgm,S23_134.pgm,1.463
0,S18_134.pgm,S24_134.pgm,1.129
0,S18_134.pgm,S25_134.pgm,100
0,S18_134.pgm,S26_134.pgm,0.862
0,S18_134.pgm,S27_134.pgm,0.21
0,S18_134.pgm,S28_134.pgm,1.491
0,S18_134.pgm,S29_134.pgm,100
0,S18_134.pgm,S30_134.pgm,0.38
0,S19_134.pgm,S20_134.pgm,1.433
0,S19_134.pgm,S21_134.pgm,1.3
0,S19_134.pgm,S22_134.pgm,1.932
0,S19_134.pgm,S23_134.pgm,1.793
0,S19_134.pgm,S24_134.pgm,0.903
0,S19_134.pgm,S25_134.pgm,100
0,S19_134.pgm,S26_134.pgm,1.606
0,S19_134.pgm,S27_134.pgm,1.665
0,S19_134.pgm,S28_134.pgm,2.302
0,S19_134.pgm,S29_134.pgm,100
0,S19_134.pgm,S30_134.pgm,1.611
0,S20_134.pgm,S21_134.pgm,1.488
0,S20_134.pgm,S22_134.pgm,1.879
0,S20_134.pgm,S23_134.pgm,0.993
0,S20_134.pgm,S24_134.pgm,1.265
0,S20_134.pgm,S25_134.pgm,100
0,S20_134.pgm,S26_134.pgm,1.434
0,S20_134.pgm,S27_134.pgm,1.412
0,S20_134.pgm,S28_134.pgm,1.648
0,S20_134.pgm,S29_134.pgm,100
0,S20_134.pgm,S30_134.pgm,1.536
0,S21_134.pgm,S22_134.pgm,0.453
0,S21_134.pgm,S23_134.pgm,1.606
0,S21_134.pgm,S24_134.pgm,1.329
0,S21_134.pgm,S25_134.pgm,100
0,S21_134.pgm,S26_134.pgm,0.572
0,S21_134.pgm,S27_134.pgm,0.281
0,S21_134.pgm,S28_134.pgm,2.021
0,S21_134.pgm,S29_134.pgm,100
0,S21_134.pgm,S30_134.pgm,0.402
0,S22_134.pgm,S23_134.pgm,1.696
0,S22_134.pgm,S24_134.pgm,1.354
0,S22_134.pgm,S25_134.pgm,100
0,S22_134.pgm,S26_134.pgm,0.557
0,S22_134.pgm,S27_134.pgm,0.547
0,S22_134.pgm,S28_134.pgm,1.752
0,S22_134.pgm,S29_134.pgm,100
0,S22_134.pgm,S30_134.pgm,0.631
0,S23_134.pgm,S24_134.pgm,1.563
0,S23_134.pgm,S25_134.pgm,100
0,S23_134.pgm,S26_134.pgm,1.713
0,S23_134.pgm,S27_134.pgm,1.629
0,S23_134.pgm,S28_134.pgm,1.56
0,S23_134.pgm,S29_134.pgm,100
0,S23_134.pgm,S30_134.pgm,1.828
0,S24_134.pgm,S25_134.pgm,100
0,S24_134.pgm,S26_134.pgm,1.605
0,S24_134.pgm,S27_134.pgm,1.385
0,S24_134.pgm,S28_134.pgm,1.316
0,S24_134.pgm,S29_134.pgm,100
0,S24_134.pgm,S30_134.pgm,1.335
0,S25_134.pgm,S26_134.pgm,100
0,S25_134.pgm,S27_134.pgm,100
0,S25_134.pgm,S28_134.pgm,100
0,S25_134.pgm,S29_134.pgm,100
0,S25_134.pgm,S30_134.pgm,100
0,S26_134.pgm,S27_134.pgm,0.874
0,S26_134.pgm,S28_134.pgm,2.041
0,S26_134.pgm,S29_134.pgm,100
0,S26_134.pgm,S30_134.pgm,0.689
0,S27_134.pgm,S28_134.pgm,1.545
0,S27_134.pgm,S29_134.pgm,100
0,S27_134.pgm,S30_134.pgm,0.584
0,S28_134.pgm,S29_134.pgm,100
0,S28_134.pgm,S30_134.pgm,1.823
0,S29_134.pgm,S30_134.pgm,100
0,S01_135.pgm,S02_135.pgm,100
